,sh,phylum,class,order,family,genus,species
258917,KC556821.1.1279,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida-Lodderomyces,Candida-Lodderomyces clade
258976,KC479677.1.1718,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Scheffersomyces,Scheffersomyces shehatae
259004,KC556824.1.1260,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida-Lodderomyces,Candida-Lodderomyces clade
259010,MG722978.1.1256,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Stachybotrys chlorohalonata
259044,HM151317.1.1683,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,uncultured Pichia
259047,ABAS01000265.17.1255,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces stipitatus ATCC 10500
259090,KY233189.1.1285,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus niger
259093,KY234474.1.1521,Glomeromycotina,uncultured,Rhizophagus sp. (in: Fungi),,Rhizophagus,Rhizophagus sp. (in: Fungi)
259133,MH427203.1.1252,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus sp.
259152,MH550077.1.1281,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium globosum
259183,JF414213.1.1608,Mucoromycotina,Endogonales,Endogonaceae,Endogone,Mucoromycotina,Mucoromycotina sp. MIB 8447
259373,DQ504360.1.1630,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncultured Basidiomycota
259374,AY903744.1.1516,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,uncultured glomeraceous AM fungus
259454,JF723690.1.1712,Mucoromycotina,Mucorales,Mucoraceae,Mucor,Mucor,Mucor fuscus
259589,MG829291.1.1653,Glomeromycotina,Glomeromycotina sp.,,,Glomeromycotina,Glomeromycotina sp.
259591,MG829326.1.1284,Glomeromycotina,Glomerales,Glomeraceae,Glomus,Glomeromycotina,Glomeromycotina sp.
259592,MG829365.1.1650,,,,,,
259593,MG829429.1.1644,Glomeromycotina,Archaeosporales,Archaeosporaceae,Glomeromycotina sp.,Glomeromycotina,Glomeromycotina sp.
259595,MG829490.1.1650,Glomeromycotina,Glomeromycotina sp.,,,Glomeromycotina,Glomeromycotina sp.
259598,MG829537.1.1639,Glomeromycotina,Glomerales,Glomeraceae,Rhizophagus,Glomeromycotina,Glomeromycotina sp.
259626,JQ689417.1.1660,Incertae Sedis,uncultured,uncultured Chytridiomycota,,uncultured,uncultured Chytridiomycota
259627,JQ689447.1.1682,Incertae Sedis,Rhizophydiales,uncultured,uncultured Chytridiomycota,uncultured,uncultured Chytridiomycota
259685,HE806320.1316159.1317954,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Tetrapisispora,Tetrapisispora blattae CBS 6284
259750,KC670318.1.1772,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncultured fungus
259755,KC670541.1.1809,Incertae Sedis,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,uncultured,uncultured fungus
259762,KC670625.1.1806,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,uncultured,uncultured fungus
259764,KC670691.1.1804,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,uncultured fungus
259776,KC670896.1.1786,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncultured fungus
259805,JQ698887.1.1744,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Tetrapisispora,Tetrapisispora phaffii
259807,JQ698904.1.1726,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Hypopichia-Candida,Hypopichia-Candida clade
259817,KR131439.1.1406,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,uncultured Aspergillus
259843,MG829329.1.1654,Glomeromycotina,Diversisporales,Glomeromycotina sp.,,Glomeromycotina,Glomeromycotina sp.
259847,MG829366.1.1659,Glomeromycotina,Diversisporales,Acaulosporaceae,Acaulospora,Glomeromycotina,Glomeromycotina sp.
259850,MG829430.1.1654,Glomeromycotina,Glomerales,Glomeraceae,Glomeromycotina sp.,Glomeromycotina,Glomeromycotina sp.
259864,MG829551.1.1665,Glomeromycotina,Diversisporales,Glomeromycotina sp.,,Glomeromycotina,Glomeromycotina sp.
259914,KF466858.1.1719,Ascomycota,Eurotiomycetes,Onygenales,Nannizziopsiaceae,Nannizziopsis,Nannizziopsis vriesii
259935,JQ689449.1.1655,Incertae Sedis,Rhizophydiales,uncultured,uncultured Chytridiomycota,uncultured,uncultured Chytridiomycota
259940,MH791177.1.1547,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium expansum
259949,MH807458.1.1551,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Thermomyces,Thermomyces lanuginosus
260028,JF797221.1.1763,Ascomycota,Dothideomycetes,Capnodiales,Acrodontium,Acrodontium,Acrodontium crateriforme
260155,KF297941.1.1712,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,Auricularia polytricha
260191,ABFO01004903.27.1383,Ascomycota,Eurotiomycetes,Onygenales,Incertae Sedis,Coccidioides,Coccidioides posadasii CPA 0001
260273,ABDG02000018.555539.557325,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma atroviride IMI 206040
260279,ABHY03000011.28903.30704,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces octosporus yFS286
260283,JX242612.1.1678,Entomophthoromycotina,Entomophthorales,Ancylistaceae,Conidiobolus,Conidiobolus,Conidiobolus firmipilleus
260422,KC671503.1.1784,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncultured fungus
260437,KC671754.1.1777,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncultured fungus
260442,KC671810.1.1848,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncultured fungus
260443,KC671842.1.1786,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncultured fungus
260445,KC671942.1.1744,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncultured fungus
260472,KC672425.1.1763,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,uncultured fungus
260474,KC672440.1.1801,Ascomycota,Leotiomycetes,uncultured,uncultured fungus,uncultured,uncultured fungus
260484,KC672539.1.1809,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,uncultured fungus
260610,JF826408.1.1323,Amblyosporidae,Amblyospora jurginia,,,Amblyospora,Amblyospora jurginia
260611,JF826418.1.1420,Amblyosporidae,Amblyospora timirasia,,,Amblyospora,Amblyospora timirasia
260664,MH791188.1.1538,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium brevicompactum
260817,JN043546.1.1726,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Tremella,Tremella wirthii
261049,MG906801.1.1599,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma sp.
261105,AY642734.1.1290,Incertae Sedis,uncultured,eukaryotic picoplankton environmental sample,,eukaryotic,eukaryotic picoplankton environmental sample
261284,KC455294.1.2650,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Ceramothyrium,Ceramothyrium carniolicum
261286,KC455308.1.1641,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Cyphellophora sessilis
261293,KC841028.1.2436,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ophiosphaerella,Ophiosphaerella herpotricha
261370,KF033118.1.1326,Ascomycota,Leotiomycetes,Helotiales,Cashiella,Cashiella,Cashiella sticheri
261373,KF036704.1.1642,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Tremella,Tremella indecorata
261407,KC672794.1.1740,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncultured fungus
261416,KC673001.1.1784,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncultured fungus
261420,KC673338.1.1782,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncultured fungus
261422,KC673464.1.1745,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncultured fungus
261426,KC673773.1.1776,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncultured fungus
261427,KC673818.1.1781,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncultured fungus
261429,KC673911.1.1776,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncultured fungus
261430,KC673978.1.1743,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncultured fungus
261431,KC673993.1.1739,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncultured fungus
261433,HQ438185.1.1257,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,uncultured Basidiomycota
261441,KC674238.1.1780,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncultured fungus
261442,HG970335.8719888.8721673,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium graminearum
261443,HG970335.9323062.9324847,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium graminearum
261444,HG970335.8224976.8226761,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium graminearum
261445,HG970335.8062583.8064368,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium graminearum
261449,HG970335.8704422.8706207,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium graminearum
261451,KC674280.1.1786,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncultured fungus
261452,KC674302.1.1779,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncultured fungus
261536,JF972676.1.1641,Incertae Sedis,Gromochytriales,Gromochytriaceae,uncultured,uncultured,uncultured eukaryote
261562,KC991038.1.1714,Basidiomycota,,,,,
261651,KF056849.1.1577,Mucoromycotina,Mucorales,Mucoraceae sp. SM-1,,Mucoraceae,Mucoraceae sp. SM-1
261654,KF110990.1.1276,Amblyosporidae,Takaokaspora nipponicus,,,Takaokaspora,Takaokaspora nipponicus
261681,KF156093.1.1460,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Venturia,Venturia inaequalis
261683,MH145428.1.1280,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Purpureocillium lilacinum (nematode egg-parasitic fungus)
261684,KF157970.1.1280,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Calicium,Calicium salicinum
261762,JQ698911.1.1750,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces occidentalis
261764,JQ698928.1.1530,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Komagataella,Komagataella pastoris
261900,KF053133.1.1569,Mortierellomycotina,Mortierellales,Modicella,Modicella malleola,Modicella,Modicella malleola
261927,KF155193.1.1598,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora emmonsii
261932,KF156094.1.1459,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Helicoma,Sympoventuria capensis
262003,KC674385.1.1789,Basidiomycota,Pucciniomycetes,Pucciniales,Phragmidiaceae,Phragmidium,uncultured fungus
262005,KC674402.1.1805,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,uncultured fungus
262007,KC674461.1.1792,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,uncultured fungus
262009,KC674476.1.1789,Basidiomycota,Pucciniomycetes,Pucciniales,Phragmidiaceae,Phragmidium,uncultured fungus
262011,KC674506.1.1793,Basidiomycota,Pucciniomycetes,Pucciniales,Phragmidiaceae,Phragmidium,uncultured fungus
262013,KC674531.1.1768,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,uncultured fungus
262017,KC674610.1.1796,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,uncultured fungus
262019,KC674649.1.1832,Mucoromycotina,Mucorales,Mucoraceae,Mucor,uncultured,uncultured fungus
262020,KC674665.1.1770,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,uncultured fungus
262021,KC674702.1.1807,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,uncultured,uncultured fungus
262023,KC674738.1.1805,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,uncultured fungus
262025,KC674786.1.1809,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,uncultured fungus
262026,KC674825.1.1781,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncultured fungus
262113,HM151322.1.1692,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,uncultured Pichia
262169,JQ301624.1.1686,Ascomycota,Lecanoromycetes,Teloschistales,Megalosporaceae,Sipmaniella,Sipmaniella sulphureofusca
262173,JQ302863.1.1993,Kickxellomycotina,Harpellales,Legeriomycetaceae,Smittium,Smittium,Smittium sp. CO-13-W10
262175,JQ302891.1.1855,Kickxellomycotina,Harpellales,Legeriomycetaceae,Smittium sp. CR-259-4,Smittium,Smittium sp. CR-259-4
262352,MG829296.1.1656,Glomeromycotina,Glomerales,Glomeraceae,Glomus,Glomeromycotina,Glomeromycotina sp.
262353,MG829402.1.1546,Glomeromycotina,Glomerales,Glomeraceae,Glomus,Glomeromycotina,Glomeromycotina sp.
262357,MG829521.1.1615,Glomeromycotina,Glomeromycotina sp.,,,Glomeromycotina,Glomeromycotina sp.
262359,MG829575.1.1651,Glomeromycotina,Glomerales,Glomeraceae,Rhizophagus,Glomeromycotina,Glomeromycotina sp.
262378,JQ689446.1.1615,Basidiomycota,Exobasidiomycetes,Entylomatales,Incertae Sedis,Tilletiopsis,uncultured Basidiomycota
262605,KF282674.1.1714,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Verruconis,Verruconis gallopava
262612,KF291135.1.1783,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe punicea
262614,LN649232.8342426.8344221,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum
262615,LN649232.8402226.8404021,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum
262616,LN649232.8536776.8538571,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum
262617,LN649232.8641426.8643221,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum
262624,LN649232.8790926.8792721,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum
262634,LN649232.8947901.8949696,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum
262642,LN649232.9037601.9039396,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum
262645,MF478999.1.1671,Mucoromycotina,Endogonales,Endogonaceae,Endogone,Endogone,Endogone sp.
262671,KY661702.1.1581,Ascomycota,Lecanoromycetes,Lecanorales,Bachmanniomyces,Bachmanniomyces,Bachmanniomyces uncialicola
262945,KC841054.1.2091,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ophiosphaerella,Ophiosphaerella herpotricha
262956,JQ698877.1.1732,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Barnettozyma-Candida,Barnettozyma-Candida clade
262957,JQ698913.1.1749,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma-Candida,Meyerozyma-Candida clade
262958,JQ698930.1.1731,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Geotrichum,Galactomyces candidus
263083,MH468791.1.3235,Ascomycota,Xylobotryomycetes,Xylobotryales,Xylobotryum,Xylobotryum,Xylobotryum andinum
263184,DQ104605.1.1229,LKM11,,,,,
263258,HG530950.1.1603,Ascomycota,Sordariomycetes,uncultured fungus,,uncultured,uncultured fungus
263372,AY642721.1.1369,uncultured,,,,,
263603,JQ627475.1.1510,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,uncultured,uncultured Ascomycota
263606,MG907200.1.1668,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccorchidium,Austropuccinia psidii
263692,KC455296.1.1672,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Cyphellophora guyanensis
263803,LS992273.883231.884924,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Candida hispaniensis
263806,MH005071.1.1599,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,fungal sp.
263903,KF036608.1.1654,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastrema,Rhynchogastrema,Rhynchogastrema tunnelae
264039,HQ888697.1.1750,Incertae Sedis,Blastocladiales,Blastocladiaceae,Blastocladiella,Blastocladiella,Blastocladiella sp. JEL 440
264091,HQ901766.1.1663,Incertae Sedis,Polychytriales,Incertae Sedis,Neokarlingia,Neokarlingia,Neokarlingia chitinophila
264106,KF061205.1.1696,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae Sedis,Ambrosiozyma,Ambrosiozyma maleeae
264137,KF160864.1.1243,Incertae Sedis,Incertae Sedis,Synchytriaceae,Synchytrium,Synchytrium,Synchytrium aureum
264244,AY903705.1.1532,Glomeromycotina,Glomerales,Glomeraceae,Glomus,uncultured,uncultured glomeraceous AM fungus
264316,KF611891.1.1365,Ascomycota,Dothideomycetes,Pleosporales,Phoma sp. OUCMDZ-1847,Phoma,Phoma sp. OUCMDZ-1847
264351,KF706446.1.1663,Basidiomycota,Moniliellomycetes,Moniliellales,Moniliellaceae,Moniliella,Moniliella mellis
264617,KC569977.1.1702,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,Cochliobolus sp. FAPB.1
264665,JN368231.1.1777,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Neocampanella,Neocampanella blastanos
264667,LT671793.609045.610819,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia sympodialis
264706,JN546135.1.1645,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
264731,KF297920.1.1720,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,Auricularia auricula-judae (ear fungus)
264781,KF381537.1.2015,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Lichenomphalia,Lichenomphalia hudsoniana
264798,KF412632.1.1223,Glomeromycotina,Diversisporales,Gigasporaceae,Gigaspora,Gigaspora,Gigaspora margarita
264799,MH791182.1.1533,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium freii
264826,KF550931.1.3453,Ascomycota,Dothideomycetes,Capnodiales,Incertae Sedis,Peltaster,Peltaster cerophilus
264894,L20824.1.1639,Glomeromycotina,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus,Rhizophagus vesiculiferus
264989,MG241452.3150.6320,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,Cladonia squamosa
265011,U04235.1.1769,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria microscopica
265041,U53374.1.1656,Ascomycota,Pezizomycetes,Pezizales,Caloscypha,Caloscypha,Caloscypha fulgens
265043,U53389.1.1673,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tarzetta,Tarzetta catinus
265051,U72712.1.1648,Ascomycota,Lecanoromycetes,Pertusariales,Icmadophilaceae,Siphula,Siphula ceratites
265056,U86693.1.1757,Ascomycota,Eurotiomycetes,Mycocaliciales,Sphinctrina,Sphinctrina,Sphinctrina turbinata
265062,X58055.1.1767,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia membranifaciens
265075,X78540.1.1672,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus terreus
265108,JN054656.1.1507,uncultured fungus,,,,uncultured,uncultured fungus
265109,JN054675.1.1536,uncultured fungus,,,,uncultured,uncultured fungus
265142,EU417646.1.1686,Glomeromycotina,Glomerales,Glomeraceae,Glomus,uncultured,uncultured Glomus
265271,KC297625.1.1743,Kickxellomycotina,Harpellales,Legeriomycetaceae,Legeriosimilis sp. CA-10-W15,Legeriosimilis,Legeriosimilis sp. CA-10-W15
265305,X89522.1.1795,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces marxianus
265307,X98120.1.1768,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Torulaspora,Torulaspora delbrueckii
265308,Y12108.1.1773,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Barnettozyma-Candida,Barnettozyma-Candida clade
265372,EU169394.1.1255,Glomeromycotina,Glomerales,uncultured,uncultured Glomus,uncultured,uncultured Glomus
265373,EU169404.1.1261,Glomeromycotina,uncultured,uncultured Glomus,,uncultured,uncultured Glomus
265389,M83256.1.1730,Ascomycota,Eurotiomycetes,Eurotiales,Thermoascaceae,Byssochlamys,Byssochlamys nivea
265390,M90829.1.1206,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus sinuspaulianus
265395,JN856021.1.1755,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Veronaea,Veronaea botryosa
265404,L76623.1.1698,Ascomycota,Dothideomycetes,Pleosporales,Testudinaceae,Neotestudina,Neotestudina rosatii
265412,HQ232212.1.2124,Ascomycota,Sordariomycetes,Hypocreales,Incertae Sedis,Acremonium,Acremonium vitellinum
265419,EU091869.1.1358,Basidiomycota,Agaricomycetes,Russulales,uncultured,uncultured,uncultured Banisveld eukaryote
265425,MG829320.1.1657,Glomeromycotina,Glomerales,Glomeraceae,Rhizophagus,Glomeromycotina,Glomeromycotina sp.
265427,MG829359.1.1648,Glomeromycotina,Archaeosporales,Archaeosporaceae,Glomeromycotina sp.,Glomeromycotina,Glomeromycotina sp.
265429,MG829418.1.1652,,,,,,
265435,MG829505.1.1653,Glomeromycotina,Glomeromycotina sp.,,,Glomeromycotina,Glomeromycotina sp.
265436,MG829532.1.1653,Glomeromycotina,Glomerales,Glomeraceae,Glomus,Glomeromycotina,Glomeromycotina sp.
